@relation 'melanoma-5clases-abcd-100-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-V-N10-F1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-V-N10-F3'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x10 numeric
@attribute x13 numeric
@attribute x16 numeric
@attribute x25 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x55 numeric
@attribute x61 numeric
@attribute x64 numeric
@attribute x96 numeric
@attribute TypeMelanoma {1,2,3,4,5}

@data
0.697087,1.197724,34.95229,57.263514,53.572635,0,0.064504,0.010515,0.00768,3.470058,5.09487,4.596669,0.885509,1.211514,0,1.165592,0.628976,55.475198,1
0.458078,1.477509,2655.559,73.307206,0.079092,0,0.060779,0.006853,0.012214,4.101829,6.488425,10.402331,-0.093628,0.395577,1.288041,1.419905,0.577104,76.912908,1
0.473339,1.453496,92.25555,40.12961,39.674947,0.029831,0.113279,0.01193,0.021393,2.304898,2.93716,2.379206,0.088228,0.085493,1.072355,1.888812,0.479006,63.409708,1
0.51758,1.389988,1268.633,59.405977,1.937959,66.365351,0.184959,0.008878,0.024743,3.336092,3.36521,4.26659,1.11408,1.096531,0.918726,0.839681,0.671203,27.521773,1
0.544862,1.354743,116.9915,43.74704,29.294015,50.717642,0.090846,0.006035,0.010855,3.964315,3.681515,4.310202,0.675907,0.551267,0,1.564493,0.563567,53.76994,1
0.455925,1.480994,943.0151,65.136612,1.652766,0,0.09812,0.011758,0.018332,2.805233,3.455462,6.031483,-0.435491,0.997826,0,1.313656,0.563261,52.037927,1
0.504843,1.407415,215.6395,86.287517,94.269611,0,0.091973,0.007283,0.02693,3.461378,2.456371,1.825468,0.77022,0.347136,0,1.068851,0.624418,43.438955,1
0.302029,1.819598,2250.254,61.015773,0.02262,0,0.067756,0.005327,0.013304,2.614069,3.041067,3.41618,-0.088679,-0.213336,0,1.109057,0.61432,41.665358,1
0.467604,1.462382,2223.689,93.378729,98.699393,0.253568,0.064104,0.007729,0.020242,9.42611,7.090731,4.52416,1.966833,0.940141,0.532687,1.320432,0.570302,65.413041,1
0.474821,1.451226,467.0436,60.819214,20.426091,58.850472,0.175994,0.010101,0.018393,4.131889,4.408727,6.00463,1.366339,1.342883,0.885402,1.354976,0.589613,43.784335,1
0.631568,1.258317,145.9496,52.838442,24.402361,58.036117,0.096162,0.008412,0.01578,5.537476,6.190994,9.602711,1.118847,1.099731,0,1.52567,0.554981,66.042559,1
0.567864,1.327021,224.4419,95.325442,0,0,0.033777,0.00712,0.007868,3.751532,2.83611,2.993205,-0.624255,-0.236282,0,1.624371,0.522204,93.096341,1
0.626769,1.263125,130.9118,73.440342,85.360164,9.618882,0.101355,0.007884,0.017211,3.532213,4.99049,6.992883,0.790975,0.554474,0,1.782827,0.52152,44.446086,1
0.548429,1.35033,81.09962,90.32491,97.470147,0.430436,0.114075,0.009026,0.010188,2.675057,3.29559,3.569847,0.800714,1.075874,0,1.403123,0.557343,43.017192,1
0.666504,1.224894,30.30464,69.360597,3.959753,71.356702,0.159942,0.015508,0.027697,3.096318,5.951153,9.741109,1.127869,1.913827,0.842861,1.567539,0.56214,79.222743,1
0.570102,1.324414,82.34554,67.237772,9.573085,0.042409,0.1026,0.007373,0.018458,2.922441,2.963226,4.310941,0.633268,0.608132,0.699002,1.406679,0.553397,40.336389,1
0.661388,1.229622,20.56819,43.392942,65.817376,12.122171,0.135011,0.01144,0.026434,3.850466,7.606067,13.735082,1.224124,1.726577,0,1.533034,0.551446,60.653195,1
0.421614,1.540076,899.0891,40.464785,0.130424,0,0.133413,0.006069,0.016901,1.800921,2.055256,3.34971,-0.217758,0.104117,1.491707,2.129876,0.44919,63.59618,1
0.438263,1.510542,759.2293,72.309709,0.110448,0,0.094541,0.007287,0.014021,3.197196,4.319405,5.881963,-0.568525,0.006103,1.144365,1.88465,0.507448,82.295683,1
0.557764,1.338982,76.44302,72.210681,0.12397,0.284795,0.174449,0.009715,0.038757,1.746711,2.423282,7.843595,0.115882,0.422899,1.325124,1.385533,0.544798,32.214318,1
0.730741,1.169818,2487.34,41.975013,50.730198,0.501667,0.204596,0.018298,0.021529,1.655736,2.974723,2.676551,0.595853,0.828936,0,1.196974,0.614192,76.189224,5
0.666287,1.225094,912.0678,66.327443,60.082378,0.028847,0.234734,0.017285,0.02519,1.165086,2.168588,1.82214,0.382789,0.563227,0,1.319033,0.585233,85.564614,5
0.664018,1.227185,104.1742,69.791316,9.317371,75.277766,0.168594,0.026081,0.010944,3.44085,4.40981,7.162173,1.226869,1.209123,0,1.038165,0.720549,230.577818,5
0.669027,1.222583,453.4168,52.37763,1.83421,34.738622,0.217654,0.013668,0.031716,1.24417,3.016581,20.465427,-0.135903,0.160323,0,1.562367,0.563543,79.205055,3
0.418931,1.545001,778.9547,53.880632,78.50171,6.662833,0.072297,0.007241,0.020808,25.085163,48.04102,22.470635,2.232179,-1.197197,0.743207,1.375799,0.569397,60.334823,3
0.444063,1.500645,2993.059,30.107113,25.178023,31.79716,0.200382,0.022238,0.03609,2.135254,4.676314,7.99471,0.271725,0.543861,0,1.952476,0.55163,64.902543,3
0.584871,1.307585,134.5823,29.200871,23.211593,41.179427,0.16596,0.010744,0.017646,2.131349,2.501927,2.115271,-0.346835,-0.818207,1.150756,2.524511,0.426361,91.964565,3
0.444726,1.499525,390.3893,33.116311,21.81645,5.413243,0.091215,0.013063,0.02738,3.900803,13.105007,1.680317,-0.063285,2.50863,1.081221,0.989734,0.649428,63.959116,3
0.71561,1.182121,1974.726,57.897049,0,0,0.119966,0.01335,0.02101,1.370148,1.398427,1.382701,0.590355,0.629091,0,1.084953,0.621073,69.211399,3
0.445131,1.498843,421.2779,46.961473,11.299045,8.375282,0.134363,0.012921,0.025851,6.217231,8.052046,5.609808,-1.866517,-1.575245,0.85155,1.415872,0.549331,51.227473,3
0.644655,1.245479,2490.006,59.513102,1.215684,1.258628,0.17229,0.019613,0.030506,4.608379,4.091142,10.541076,-1.297466,-0.265773,0,1.553256,0.540124,79.654505,3
0.372785,1.637837,2965.199,62.999773,78.851387,0.681697,0.072469,0.015571,0.015602,6.782031,41.060281,3.650318,1.908458,3.045144,0,0.794416,0.691144,70.469359,3
0.674441,1.217666,440.6054,40.701178,7.966094,2.257493,0.125628,0.018644,0.013613,6.080137,4.551527,6.74148,-0.093749,0.720947,1.080698,2.178385,0.453967,83.231525,3
0.392759,1.595648,1086.506,53.726262,77.434365,0.542861,0.123475,0.01583,0.014367,6.723613,10.687102,5.778059,1.985882,1.998191,0,1.061929,0.629454,71.050951,3
0.494123,1.422599,475.5322,59.066094,5.560073,43.988849,0.177812,0.008471,0.014376,1.829142,2.208706,1.91675,-0.553063,-0.915527,0.779714,1.544162,0.550855,84.183963,4
0.431498,1.522337,2200.059,56.151497,6.256174,2.009262,0.101007,0.020105,0.023566,5.412453,6.609131,9.653607,1.248496,2.061432,0.675803,1.760529,0.527067,78.141362,4
0.769319,1.14011,814.7213,35.66143,14.079109,0,0.195772,0.029623,0.023795,3.996448,1.838671,1.869755,-1.540595,0.47584,0,0.934721,0.654896,56.903329,4
0.4806,1.442475,267.8485,58.759844,78.694413,20.695121,0.11666,0.009554,0.013032,3.498055,2.835093,2.831307,-1.087647,-1.319565,0,1.48766,0.559177,97.343072,4
0.42596,1.532201,414.1202,48.744275,5.541193,17.432412,0.223716,0.016787,0.040574,2.794358,3.913552,11.50149,-0.78642,0.117425,0.715674,1.16255,0.602639,50.360597,4
0.847387,1.086323,78.2125,19.5647,7.842553,3.593759,0.192428,0.018259,0.022282,2.991701,8.209278,4.874902,0.394049,1.758683,1.433045,1.488713,0.547517,87.986926,2
0.771714,1.138339,998.6628,42.802574,11.606134,0.600773,0.114807,0.008461,0.017989,4.531007,8.409068,5.512894,-0.222025,1.073853,2.117223,1.86203,0.491278,47.572799,2
0.383939,1.613872,581.8739,60.237692,85.642556,2.313353,0.076151,0.015571,0.021088,25.70412,49.698272,33.85264,3.769446,0.81705,0,1.433871,0.559467,39.699882,2
0.44903,1.492321,1468.184,57.111384,2.493167,0.177087,0.068526,0.011353,0.013218,18.425231,17.757291,45.219009,-0.150286,2.590298,1.125752,1.833414,0.506462,71.291231,2
0.519616,1.387263,2510.621,61.932338,0.004097,0.002049,0.075581,0.00699,0.014408,4.696501,7.222092,34.976361,-1.364728,-0.644738,1.332232,1.492257,0.532814,61.701162,2
0.54213,1.358151,1454.311,38.954109,4.050532,0.014892,0.130683,0.015111,0.024407,4.481136,8.237408,6.081981,-0.839445,1.600572,0.759017,1.551518,0.54215,51.779298,2
0.468294,1.461305,186.2304,53.930437,0.347033,0.005849,0.072394,0.007517,0.012426,3.087924,3.326469,3.791719,-0.02131,0.429185,0,1.4272,0.542607,14.189792,1
0.65359,1.236936,21.99984,72.856019,0.01686,47.302462,0.283457,0.020466,0.041823,1.852735,3.120743,5.397547,0.573629,1.158756,2.156032,1.624549,0.535794,32.948953,1
0.643884,1.246224,74.34751,55.480984,7.002237,20.080537,0.120929,0.006907,0.018757,3.738276,4.155957,5.683391,1.051305,1.055615,1.18267,1.95012,0.476299,21.645211,1
0.489882,1.428743,201.8265,55.188327,2.486988,0,0.077279,0.005315,0.016745,2.417473,2.728431,3.536047,0.185846,0.561857,0.80974,1.276681,0.591893,77.941077,1
0.700512,1.194792,51.12485,67.671019,6.757058,63.720567,0.151156,0.030882,0.012938,3.408834,13.533374,11.517253,0.986551,3.052954,0,1.547372,0.558071,62.702183,1
0.650892,1.239497,64.66014,84.428391,0.551044,6.348872,0.102155,0.007507,0.019727,3.801026,7.902914,37.197686,0.694175,1.24635,0,1.380561,0.565514,49.259853,1
0.467535,1.46249,194.6914,59.423787,0.006187,0,0.09332,0.009142,0.012069,2.612106,2.831356,3.603282,-0.000395,0.424375,0.97509,1.63922,0.502603,49.842845,1
0.562018,1.333905,173.6512,61.128061,57.584292,0,0.059588,0.006542,0.019684,2.483791,2.056267,2.43982,0.375338,0.139967,0,1.458791,0.550114,50.205644,1
0.4812,1.441575,227.0194,62.872518,0,0,0.083719,0.007363,0.010036,2.396711,2.409768,2.702214,-0.024713,0.216376,0,1.384651,0.544652,38.17474,1
0.443374,1.50181,480.1828,57.713847,0.399413,0.164793,0.128274,0.009063,0.01811,2.309263,2.527547,3.983081,0.072358,0.464541,0.730725,1.111643,0.609041,46.440813,1
0.30499,1.810746,906.3273,34.803263,40.054598,0.337478,0.114571,0.012271,0.012259,2.6025,5.651067,10.192039,0.111283,0.559188,0.819162,2.010506,0.465256,52.814162,1
0.537744,1.363679,87.12163,60.155318,0.619528,0.052354,0.142021,0.007298,0.016032,2.232374,3.03144,4.704357,0.46784,0.821738,1.335479,2.144663,0.45318,72.820816,1
0.597735,1.293438,34.89601,78.198345,92.945326,0,0.073595,0.007765,0.020329,3.555139,3.328238,4.511157,0.954375,0.899877,0,1.042535,0.633871,24.316559,1
0.333087,1.73269,755.6785,85.308603,0.007302,0,0.045546,0.011136,0.017126,4.827556,3.562945,3.469103,-0.626428,-0.318336,0,1.517599,0.536691,73.407852,1
0.266063,1.938686,1930.651,24.906456,11.748219,0,0.082037,0.007782,0.013763,2.662062,3.515013,5.262862,0.058488,0.556116,0.868691,1.696352,0.51605,85.395249,1
0.446804,1.496033,395.0223,85.40606,98.988856,0,0.103495,0.012842,0.008311,3.617493,3.086669,2.766309,0.972925,0.554839,0,0.93558,0.659935,54.875468,1
0.345588,1.701065,2111.383,43.190012,0.023368,0,0.080744,0.007145,0.015199,4.83085,3.407746,3.055419,-1.18961,-0.430479,0,1.83406,0.493325,22.99674,1
0.501176,1.412553,471.1014,79.175175,2.188107,0.877259,0.095266,0.007777,0.015291,4.329479,5.811701,6.661071,0.939706,1.284942,1.24267,1.157933,0.586686,22.770748,1
0.572609,1.321511,122.997,42.19046,14.270134,2.221457,0.124186,0.005753,0.014083,2.728259,2.649143,3.163523,-0.232837,0.085338,1.407696,2.281151,0.434062,17.092822,1
0.476989,1.447924,745.7787,35.550932,12.166523,0,0.128743,0.015493,0.018409,2.470714,5.192359,4.442925,0.105889,1.437304,0.611264,2.3205,0.454509,43.207535,1
0.611068,1.279249,544.3717,72.867294,65.496298,10.066409,0.088428,0.009097,0.024476,6.25253,10.248507,11.06282,1.798537,1.840399,0,1.121644,0.624434,81.380615,1
0.372524,1.63841,1378.697,38.542851,2.530959,0.005773,0.092383,0.005667,0.013222,3.201329,4.608118,5.495597,-0.340794,0.02291,0.826416,1.392611,0.571085,43.234702,1
0.462182,1.470936,515.1679,55.665051,3.252677,0.585282,0.086682,0.009125,0.019682,5.77126,5.2202,7.270332,-0.275036,0.362301,0,1.677813,0.531028,68.433711,1
0.722314,1.176622,83.74826,53.15876,0,0,0.076706,0.009934,0.016534,3.385003,3.691246,4.358275,0.397488,0.627376,1.125899,2.229767,0.444143,88.225405,1
0.640467,1.249544,34.05959,70.803949,8.670831,78.386728,0.180606,0.022349,0.016372,5.671942,10.864859,10.631094,1.865119,2.904725,0,1.64682,0.588582,98.209184,1
0.551949,1.346017,159.7021,67.451241,0,0.145512,0.111107,0.011074,0.021581,2.356888,2.244065,3.552793,-0.1288,0.279329,1.373891,1.624512,0.510997,43.476661,1
0.46398,1.468083,686.1147,68.513189,0.014988,0.032974,0.163066,0.011512,0.027605,2.215183,2.677191,3.992343,-0.137344,0.527279,1.769454,1.968858,0.47006,57.443527,1
0.538903,1.362212,183.7894,59.254686,75.237045,2.103638,0.098527,0.006806,0.017921,3.278788,3.906611,4.718726,0.585417,0.503884,1.24267,2.098844,0.459343,34.066796,1
0.374664,1.633726,850.2796,41.309255,47.698323,0,0.033124,0.006133,0.012446,3.013729,2.645633,2.637126,-0.288201,-0.190723,0,1.532063,0.534637,50.790474,1
0.603806,1.286919,89.91753,61.923398,46.260539,1.25464,0.090073,0.011232,0.022081,2.652818,6.150589,11.924354,0.609647,0.880833,0,1.269536,0.590686,64.284501,1
0.318461,1.772035,2178.128,44.801998,28.120638,1.980016,0.104134,0.008048,0.02327,2.924115,2.681242,3.007434,-0.066588,0.216688,0,1.933076,0.486236,27.447846,1
0.60877,1.281662,62.72566,53.799359,38.84091,49.619793,0.094705,0.00869,0.012476,4.425545,3.058821,2.986457,1.316923,0.715509,0.664983,1.636978,0.515053,24.117971,1
0.816976,1.106357,68.02328,34.159394,38.840404,25.553429,0.171543,0.009097,0.022898,2.319167,3.072969,2.461943,-0.380419,-0.806393,0,0.94002,0.659531,71.154685,5
0.674414,1.21769,2338.912,22.989554,25.670012,3.187537,0.127281,0.01984,0.040169,5.122106,17.46815,14.093491,0.484005,2.749661,0,1.468207,0.591766,73.466526,5
0.560769,1.335389,1382.654,16.462466,37.031587,3.1031,0.148621,0.03023,0.040654,2.595904,4.511814,3.444798,0.200804,0.197361,1.236548,1.350873,0.578241,67.949095,5
0.669922,1.221766,603.8424,37.933458,0.756925,0.108039,0.099972,0.007083,0.018782,4.358072,2.03024,2.978931,-0.123313,0.55214,0.684543,1.399162,0.544384,36.54356,3
0.705373,1.190668,336.3551,45.717441,0,0.050485,0.141893,0.018631,0.037117,7.009293,3.482501,6.112319,-1.575183,-0.1941,0.957056,1.23482,0.591188,49.893354,3
0.77996,1.132306,981.6716,14.889238,19.62212,1.690616,0.155837,0.014269,0.032328,3.29918,3.35737,2.846708,-0.633908,-0.314713,0.805687,0.90595,0.655826,56.905517,3
0.510274,1.399904,1232.76,88.492144,95.839814,0.008453,0.060209,0.012772,0.00599,11.991849,51.837695,10.078408,-0.12552,-6.824387,0,0.94101,0.655071,87.817608,3
0.517694,1.389835,7264.659,29.65834,2.984611,9.787366,0.214723,0.01833,0.036515,2.597751,4.903703,16.557766,-0.655913,0.413624,0,2.161307,0.526892,87.390093,3
0.477475,1.447187,298.2945,63.916852,4.278699,3.610298,0.100781,0.005595,0.022613,13.518612,25.930548,38.551729,-2.670234,-0.6896,0,1.622113,0.552952,89.230615,3
0.658222,1.232576,2103.07,29.323784,3.594431,0.114469,0.121532,0.011632,0.028011,2.725388,2.713219,6.602769,-0.00411,0.285456,0,1.332344,0.604086,70.022158,3
0.798295,1.119228,1570.179,20.474858,34.120828,4.311346,0.200257,0.015043,0.030596,2.335548,5.810596,6.707699,0.008178,0.270693,0,1.767164,0.559635,82.746479,3
0.457995,1.477644,3208.064,52.511067,73.431556,18.142856,0.150163,0.012693,0.008271,1.73733,1.440035,1.273669,-0.278642,-0.639481,0,0.770537,0.69183,72.148174,3
0.428404,1.527824,596.5695,29.948374,16.688843,2.540494,0.136414,0.011919,0.02644,4.954158,8.795146,7.65751,-0.569988,0.196985,1.375913,1.604142,0.523733,68.754822,3
0.563744,1.331862,379.6563,47.996328,36.976851,44.954247,0.160544,0.011491,0.015992,3.995592,5.28733,5.239046,0.178218,-0.031716,0,1.668076,0.586978,86.040101,4
0.566036,1.329162,446.6288,94.854614,99.996459,0,0.003288,0.008706,0.003437,21426.400047,21426.400047,21426.400047,146.374178,146.374178,0,0.715112,0.714399,94.405158,4
0.776297,1.134974,1502.22,29.037243,40.648109,24.994513,0.217258,0.019287,0.028329,2.767047,2.182174,2.477538,0.480142,-0.195144,0,1.008485,0.649956,54.202657,4
0.75935,1.14757,1036.102,12.786693,44.493805,0.145566,0.18434,0.00812,0.026082,1.349449,1.463913,8.664208,0.327411,0.343684,0.768998,1.092379,0.625933,67.175749,4
0.524644,1.380599,282.8059,57.197869,53.726175,0.00597,0.092384,0.017201,0.012662,2.638639,17.436168,1.022742,0.512848,3.473001,0,1.060841,0.622662,106.466033,4
0.685731,1.2076,4004.058,54.729272,68.565233,0.604713,0.109483,0.014538,0.038543,10.551234,46.662881,15.663522,1.881556,4.779723,0,1.528012,0.620544,50.355735,4
0.498308,1.416612,111.2415,49.117505,27.428513,48.445546,0.164923,0.009165,0.015636,1.893633,1.917826,1.998368,-0.065681,-0.400968,0,1.513933,0.532749,43.639841,2
0.842461,1.089495,7797.615,4.142477,38.024407,12.6757,0.231633,0.009561,0.025482,1.947074,4.867443,3.75496,0.265196,-0.028107,0,1.200796,0.59696,51.338337,2
0.780088,1.132213,272.9913,41.374103,23.606842,3.110638,0.238015,0.013717,0.020563,1.713218,2.228294,2.215277,0.222507,0.892377,1.821608,1.182373,0.619111,70.560557,2
0.438794,1.509628,2859.654,72.375316,0.067868,0,0.067252,0.006689,0.011794,7.448702,11.233553,37.362481,-1.704345,-0.781241,1.261297,1.393021,0.580451,77.603092,2
0.405086,1.571182,932.2496,35.332471,32.71774,36.861651,0.151678,0.011168,0.01438,3.078484,3.885748,2.502472,-0.423573,-1.203223,0.848038,1.911903,0.493275,74.327698,2
0.623347,1.266587,823.9003,33.665043,1.785995,0.054121,0.133628,0.011659,0.021734,5.479053,5.749439,10.887125,-0.357408,0.87032,0,2.038174,0.51357,84.615958,2
0.501583,1.411981,301.0024,54.224464,0.364799,0,0.081577,0.004655,0.014234,2.942093,3.496571,6.948555,0.280347,0.609754,1.335172,2.203543,0.448009,77.239722,1
0.444321,1.500208,1558.045,52.467243,0.051575,0.119877,0.097053,0.013029,0.018385,4.792816,3.133971,2.465162,-0.969143,-0.46475,1.207566,1.76464,0.518399,81.090002,1
0.373499,1.636271,1510.646,35.373593,26.03686,0,0.093935,0.004475,0.007457,2.204407,2.28497,2.428181,0.060624,0.192277,0,1.986821,0.490867,69.873372,1
0.486151,1.434216,674.647,35.901088,17.653849,18.305498,0.182401,0.015224,0.027663,2.42217,3.219539,3.870057,0.396463,0.532614,1.622375,1.674045,0.520129,69.082487,1
0.561797,1.334167,115.5287,53.129151,46.295203,0.365314,0.143127,0.007049,0.021186,2.571507,3.398562,4.744443,0.71422,1.109093,2.15976,1.866948,0.483638,58.766278,1
0.49574,1.420278,354.7175,58.729949,0.483602,10.129225,0.187352,0.012475,0.020944,2.176387,2.470364,2.934294,0.034813,0.045639,1.940713,1.299175,0.562783,58.792065,1
0.488775,1.430361,2244.879,50.239264,4.750884,0,0.122468,0.010022,0.019973,2.144385,2.766047,3.20551,0.005237,0.740558,0,1.786372,0.493746,32.938639,1
0.233967,2.06739,4698.897,23.988631,17.077232,0.168943,0.153601,0.026334,0.022838,2.764387,4.548173,4.581258,-0.127231,1.177406,1.334149,3.37611,0.391567,65.40181,1
0.334131,1.729983,672.9394,40.435111,0.049295,0,0.073144,0.007004,0.020189,2.687409,2.344126,2.078873,-0.328188,-0.143416,1.292377,2.186268,0.44648,23.134548,1
0.52286,1.382952,234.3337,52.311612,35.639238,12.965576,0.084737,0.006904,0.019429,4.707453,13.183918,28.319721,0.974426,1.706762,0,1.313509,0.596754,83.094563,1
