5.0 4.0 4.0 5.0 4
4.0 3.0 5.0 5.0 4
4.0 3.0 4.0 5.0 4
3.0 2.0 5.0 6.0 4
5.0 4.0 4.0 5.0 4
5.0 5.0 4.0 4.0 4
4.0 4.0 5.0 6.0 4
4.0 3.0 5.0 5.0 4
5.0 4.0 4.0 5.0 4
5.0 5.0 4.0 4.0 4
5.0 3.0 5.0 6.0 4
2.0 2.0 4.0 6.0 4
5.0 5.0 5.0 5.0 4
4.0 4.0 4.0 5.0 4
6.0 4.0 3.0 5.0 4
3.0 3.0 5.0 5.0 4
5.0 4.0 5.0 5.0 4
3.0 3.0 4.0 5.0 4
3.0 3.0 5.0 5.0 4
7.0 7.0 6.0 4.0 4
4.0 3.0 4.0 5.0 4
3.0 4.0 4.0 5.0 4
5.0 4.0 4.0 6.0 4
4.0 3.0 5.0 5.0 4
6.0 5.0 4.0 5.0 4
4.0 3.0 5.0 6.0 4
5.0 3.0 4.0 5.0 4
5.0 5.0 4.0 5.0 4
4.0 3.0 4.0 5.0 4
5.0 4.0 5.0 6.0 4
4.0 6.0 4.0 4.0 4
4.0 2.0 5.0 6.0 4
4.0 2.0 4.0 6.0 4
3.0 3.0 4.0 5.0 4
5.0 4.0 5.0 6.0 4
3.0 4.0 4.0 5.0 4
4.0 5.0 5.0 4.0 4
4.0 5.0 5.0 4.0 4
6.0 4.0 6.0 6.0 4
3.0 5.0 5.0 5.0 4
5.0 4.0 5.0 5.0 4
4.0 4.0 4.0 5.0 4
3.0 3.0 4.0 5.0 4
6.0 7.0 5.0 4.0 4
4.0 4.0 4.0 5.0 4
6.0 5.0 4.0 4.0 4
4.0 4.0 4.0 5.0 4
4.0 4.0 4.0 5.0 4
5.0 4.0 4.0 5.0 4
5.0 4.0 4.0 5.0 4
5.0 5.0 5.0 3.0 4
4.0 5.0 4.0 5.0 4
5.0 4.0 5.0 5.0 4
5.0 5.0 4.0 5.0 5
5.0 5.0 6.0 6.0 5
3.0 4.0 6.0 6.0 5
7.0 6.0 5.0 5.0 5
5.0 3.0 5.0 6.0 5
6.0 5.0 5.0 6.0 5
4.0 4.0 5.0 6.0 5
5.0 4.0 6.0 5.0 5
6.0 5.0 5.0 5.0 5
5.0 5.0 6.0 5.0 5
5.0 4.0 5.0 6.0 5
5.0 4.0 5.0 5.0 5
6.0 4.0 6.0 6.0 5
7.0 6.0 5.0 5.0 5
6.0 5.0 5.0 5.0 5
5.0 6.0 5.0 6.0 5
6.0 4.0 6.0 6.0 5
5.0 5.0 6.0 5.0 5
5.0 5.0 5.0 6.0 5
6.0 6.0 5.0 5.0 5
6.0 5.0 5.0 6.0 5
5.0 4.0 5.0 5.0 5
6.0 5.0 5.0 6.0 5
5.0 6.0 5.0 5.0 5
5.0 5.0 5.0 5.0 5
5.0 5.0 5.0 6.0 5
6.0 4.0 5.0 6.0 5
5.0 4.0 4.0 5.0 5
6.0 5.0 4.0 5.0 5
6.0 6.0 6.0 6.0 5
5.0 2.0 6.0 6.0 5
6.0 8.0 5.0 5.0 5
5.0 4.0 6.0 5.0 5
5.0 4.0 5.0 5.0 5
5.0 5.0 5.0 6.0 5
5.0 4.0 5.0 5.0 5
6.0 5.0 5.0 6.0 5
6.0 6.0 6.0 5.0 5
5.0 6.0 4.0 5.0 5
6.0 6.0 5.0 5.0 5
4.0 4.0 6.0 5.0 5
6.0 6.0 6.0 5.0 5
5.0 4.0 5.0 6.0 5
7.0 6.0 7.0 4.0 5
4.0 4.0 5.0 6.0 5
5.0 5.0 5.0 5.0 5
4.0 4.0 6.0 6.0 5
6.0 7.0 6.0 5.0 5
6.0 6.0 5.0 5.0 5
5.0 6.0 5.0 5.0 5
4.0 4.0 5.0 6.0 5
6.0 6.0 4.0 5.0 5
4.0 5.0 6.0 6.0 5
5.0 5.0 6.0 5.0 5
5.0 5.0 6.0 6.0 5
5.0 4.0 5.0 6.0 5
6.0 5.0 5.0 6.0 5
5.0 5.0 6.0 5.0 5
5.0 4.0 4.0 5.0 5
4.0 4.0 6.0 6.0 5
4.0 4.0 6.0 6.0 5
7.0 6.0 5.0 5.0 5
5.0 5.0 5.0 5.0 5
5.0 5.0 5.0 5.0 5
5.0 5.0 5.0 5.0 5
6.0 6.0 6.0 5.0 5
5.0 6.0 6.0 5.0 5
5.0 5.0 5.0 6.0 5
4.0 6.0 5.0 5.0 5
5.0 6.0 6.0 5.0 5
5.0 4.0 5.0 6.0 5
6.0 6.0 5.0 5.0 5
6.0 7.0 5.0 4.0 5
6.0 5.0 5.0 6.0 5
6.0 6.0 5.0 5.0 5
6.0 5.0 5.0 5.0 5
6.0 5.0 5.0 5.0 5
6.0 6.0 5.0 6.0 5
5.0 4.0 5.0 6.0 5
5.0 3.0 5.0 7.0 5
5.0 6.0 5.0 5.0 5
6.0 6.0 5.0 5.0 5
7.0 7.0 7.0 6.0 5
5.0 5.0 6.0 6.0 5
5.0 5.0 5.0 5.0 5
5.0 6.0 5.0 5.0 5
7.0 5.0 5.0 5.0 5
5.0 3.0 6.0 7.0 6
6.0 6.0 7.0 6.0 6
6.0 5.0 5.0 6.0 6
4.0 6.0 6.0 6.0 6
5.0 6.0 6.0 6.0 6
7.0 7.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
6.0 5.0 5.0 6.0 6
6.0 5.0 6.0 6.0 6
7.0 7.0 6.0 6.0 6
9.0 7.0 6.0 6.0 6
6.0 5.0 6.0 5.0 6
7.0 6.0 6.0 6.0 6
6.0 5.0 6.0 6.0 6
5.0 7.0 6.0 6.0 6
6.0 5.0 5.0 6.0 6
7.0 5.0 5.0 6.0 6
7.0 5.0 5.0 7.0 6
7.0 8.0 6.0 5.0 6
8.0 5.0 6.0 6.0 6
4.0 4.0 6.0 7.0 6
6.0 5.0 6.0 5.0 6
6.0 4.0 6.0 5.0 6
7.0 6.0 6.0 5.0 6
6.0 6.0 7.0 6.0 6
6.0 6.0 6.0 6.0 6
6.0 4.0 5.0 6.0 6
6.0 5.0 5.0 6.0 6
6.0 5.0 6.0 6.0 6
7.0 6.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
6.0 7.0 6.0 6.0 6
5.0 5.0 6.0 6.0 6
7.0 5.0 5.0 6.0 6
5.0 5.0 6.0 6.0 6
5.0 6.0 6.0 6.0 6
8.0 6.0 6.0 6.0 6
7.0 6.0 6.0 6.0 6
6.0 7.0 6.0 6.0 6
6.0 7.0 7.0 6.0 6
5.0 6.0 5.0 6.0 6
5.0 6.0 7.0 6.0 6
6.0 5.0 6.0 7.0 6
6.0 5.0 7.0 6.0 6
6.0 5.0 6.0 6.0 6
5.0 4.0 6.0 6.0 6
7.0 5.0 6.0 6.0 6
7.0 7.0 6.0 5.0 6
6.0 7.0 6.0 6.0 6
8.0 6.0 6.0 5.0 6
7.0 6.0 6.0 6.0 6
6.0 7.0 6.0 6.0 6
7.0 6.0 6.0 7.0 6
6.0 6.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
7.0 7.0 7.0 5.0 6
6.0 6.0 6.0 7.0 6
6.0 7.0 6.0 5.0 6
6.0 7.0 6.0 6.0 6
6.0 8.0 7.0 6.0 6
6.0 6.0 5.0 7.0 6
5.0 6.0 6.0 6.0 6
6.0 6.0 7.0 7.0 6
8.0 5.0 6.0 5.0 6
6.0 6.0 6.0 5.0 6
6.0 4.0 6.0 6.0 6
5.0 5.0 6.0 6.0 6
8.0 6.0 6.0 6.0 6
6.0 5.0 5.0 6.0 6
5.0 6.0 6.0 6.0 6
6.0 7.0 6.0 6.0 6
6.0 5.0 6.0 6.0 6
6.0 5.0 7.0 5.0 6
8.0 7.0 7.0 5.0 6
6.0 5.0 6.0 7.0 6
7.0 6.0 6.0 6.0 6
8.0 7.0 6.0 6.0 6
5.0 6.0 7.0 6.0 6
5.0 4.0 6.0 7.0 6
6.0 7.0 6.0 6.0 6
6.0 5.0 6.0 6.0 6
5.0 5.0 6.0 7.0 6
6.0 4.0 6.0 6.0 6
8.0 6.0 6.0 5.0 6
7.0 9.0 6.0 5.0 6
7.0 5.0 5.0 6.0 6
5.0 6.0 6.0 6.0 6
6.0 6.0 5.0 6.0 6
5.0 6.0 6.0 7.0 6
5.0 4.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
7.0 7.0 6.0 5.0 6
5.0 6.0 6.0 6.0 6
7.0 5.0 6.0 6.0 6
6.0 5.0 7.0 7.0 6
7.0 6.0 6.0 6.0 6
5.0 6.0 7.0 6.0 6
8.0 8.0 5.0 6.0 6
6.0 6.0 5.0 6.0 6
5.0 5.0 6.0 6.0 6
7.0 5.0 7.0 6.0 6
7.0 7.0 7.0 6.0 7
6.0 5.0 5.0 7.0 7
8.0 7.0 6.0 7.0 7
7.0 6.0 6.0 7.0 7
8.0 5.0 7.0 7.0 7
6.0 5.0 6.0 7.0 7
9.0 8.0 6.0 5.0 7
8.0 8.0 5.0 6.0 7
6.0 6.0 7.0 7.0 7
7.0 6.0 7.0 6.0 7
7.0 7.0 7.0 7.0 7
8.0 7.0 7.0 6.0 7
7.0 5.0 6.0 7.0 7
6.0 6.0 7.0 7.0 7
6.0 7.0 7.0 6.0 7
8.0 7.0 6.0 7.0 7
6.0 6.0 7.0 7.0 7
7.0 6.0 6.0 7.0 7
6.0 7.0 7.0 6.0 7
5.0 6.0 6.0 7.0 7
6.0 7.0 6.0 7.0 7
6.0 7.0 7.0 7.0 7
8.0 6.0 6.0 6.0 7
7.0 7.0 7.0 7.0 7
8.0 9.0 5.0 6.0 7
6.0 7.0 7.0 7.0 7
7.0 6.0 7.0 6.0 7
7.0 6.0 7.0 6.0 7
7.0 6.0 6.0 7.0 7
6.0 6.0 6.0 7.0 7
7.0 6.0 6.0 6.0 7
8.0 7.0 6.0 6.0 7
6.0 8.0 5.0 5.0 7
7.0 6.0 6.0 7.0 7
7.0 6.0 7.0 7.0 7
7.0 6.0 6.0 7.0 7
8.0 7.0 7.0 6.0 7
8.0 8.0 7.0 6.0 7
8.0 6.0 6.0 7.0 7
6.0 6.0 6.0 7.0 7
6.0 6.0 6.0 7.0 7
7.0 8.0 6.0 7.0 7
8.0 7.0 8.0 7.0 7
6.0 7.0 7.0 7.0 7
8.0 7.0 7.0 6.0 7
6.0 6.0 7.0 7.0 7
8.0 6.0 7.0 7.0 8
8.0 7.0 8.0 7.0 8
8.0 6.0 7.0 7.0 8
8.0 7.0 7.0 7.0 8
8.0 8.0 6.0 6.0 8
7.0 6.0 6.0 7.0 8
8.0 8.0 7.0 6.0 8
6.0 6.0 6.0 7.0 8
7.0 8.0 6.0 7.0 8
7.0 7.0 7.0 7.0 8
8.0 7.0 8.0 7.0 8
8.0 8.0 7.0 6.0 8
8.0 6.0 7.0 6.0 8
9.0 7.0 7.0 7.0 8
9.0 6.0 7.0 8.0 9
8.0 8.0 7.0 8.0 9
7.0 7.0 7.0 7.0 9
1.0 2.0 3.0 5.0 2
2.0 2.0 3.0 4.0 2
2.0 3.0 3.0 3.0 2
4.0 3.0 3.0 4.0 3
6.0 3.0 4.0 5.0 3
4.0 3.0 5.0 5.0 3
3.0 3.0 3.0 5.0 3
4.0 3.0 3.0 5.0 3
4.0 2.0 5.0 5.0 3
3.0 3.0 4.0 4.0 3
4.0 3.0 4.0 4.0 3
4.0 4.0 5.0 4.0 3
8.0 4.0 5.0 5.0 4
5.0 4.0 5.0 6.0 4
5.0 4.0 4.0 6.0 4
4.0 6.0 5.0 4.0 4
4.0 4.0 4.0 4.0 4
5.0 4.0 4.0 4.0 4
3.0 3.0 4.0 5.0 4
3.0 4.0 5.0 6.0 4
4.0 3.0 6.0 5.0 4
6.0 5.0 4.0 4.0 4
6.0 5.0 5.0 5.0 4
4.0 3.0 5.0 6.0 4
3.0 3.0 4.0 4.0 4
5.0 5.0 4.0 4.0 4
4.0 6.0 5.0 4.0 4
3.0 4.0 6.0 5.0 4
4.0 3.0 3.0 5.0 4
5.0 3.0 4.0 5.0 4
0.0 0.0 2.0 5.0 4
4.0 5.0 5.0 5.0 4
3.0 4.0 5.0 4.0 4
8.0 8.0 6.0 4.0 4
5.0 4.0 5.0 5.0 4
4.0 3.0 4.0 5.0 4
6.0 5.0 5.0 5.0 4
5.0 3.0 6.0 6.0 5
6.0 5.0 5.0 5.0 5
3.0 4.0 5.0 6.0 5
5.0 5.0 5.0 5.0 5
6.0 5.0 6.0 5.0 5
6.0 5.0 5.0 6.0 5
5.0 7.0 6.0 5.0 5
4.0 3.0 6.0 6.0 5
6.0 4.0 5.0 6.0 5
6.0 5.0 5.0 5.0 5
5.0 5.0 5.0 6.0 5
4.0 4.0 5.0 7.0 5
4.0 5.0 6.0 5.0 5
5.0 5.0 5.0 6.0 5
6.0 4.0 5.0 6.0 5
6.0 5.0 5.0 5.0 5
6.0 6.0 5.0 5.0 5
4.0 4.0 5.0 6.0 5
5.0 5.0 5.0 6.0 5
8.0 6.0 6.0 5.0 5
7.0 6.0 5.0 6.0 5
5.0 6.0 5.0 5.0 5
4.0 4.0 5.0 6.0 5
6.0 7.0 6.0 5.0 5
5.0 3.0 6.0 6.0 5
5.0 5.0 6.0 5.0 5
4.0 4.0 5.0 6.0 5
4.0 4.0 5.0 7.0 5
4.0 5.0 6.0 7.0 5
6.0 5.0 6.0 6.0 6
5.0 6.0 6.0 6.0 6
6.0 6.0 7.0 6.0 6
6.0 6.0 6.0 6.0 6
7.0 7.0 6.0 6.0 6
5.0 8.0 6.0 6.0 6
6.0 6.0 5.0 6.0 6
6.0 6.0 6.0 6.0 6
8.0 7.0 6.0 6.0 6
9.0 6.0 6.0 6.0 6
7.0 6.0 5.0 6.0 6
6.0 7.0 7.0 6.0 6
4.0 4.0 6.0 8.0 6
6.0 5.0 6.0 6.0 6
7.0 6.0 5.0 6.0 6
8.0 7.0 6.0 6.0 6
6.0 5.0 7.0 6.0 6
6.0 5.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
6.0 7.0 7.0 6.0 6
7.0 7.0 7.0 6.0 6
6.0 5.0 6.0 7.0 6
6.0 6.0 7.0 6.0 6
6.0 7.0 6.0 6.0 6
6.0 7.0 6.0 6.0 6
5.0 5.0 6.0 7.0 6
5.0 5.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
5.0 6.0 5.0 7.0 6
5.0 5.0 6.0 6.0 6
6.0 6.0 6.0 6.0 6
7.0 6.0 6.0 5.0 6
5.0 5.0 6.0 6.0 6
5.0 5.0 6.0 7.0 6
8.0 8.0 6.0 7.0 7
8.0 6.0 6.0 7.0 7
7.0 6.0 7.0 6.0 7
8.0 8.0 7.0 6.0 7
6.0 6.0 6.0 7.0 7
6.0 5.0 6.0 7.0 7
6.0 6.0 6.0 6.0 7
7.0 5.0 7.0 7.0 7
6.0 6.0 6.0 6.0 7
8.0 8.0 6.0 6.0 7
6.0 5.0 7.0 7.0 7
6.0 6.0 6.0 7.0 7
8.0 5.0 6.0 6.0 7
8.0 7.0 7.0 6.0 7
9.0 8.0 6.0 6.0 7
9.0 8.0 6.0 7.0 7
8.0 8.0 7.0 7.0 8
8.0 5.0 7.0 6.0 8
8.0 8.0 7.0 8.0 8
7.0 8.0 6.0 6.0 8
8.0 8.0 6.0 7.0 8
8.0 7.0 8.0 7.0 9
